Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,source_topcon,0.9703264170594876,0.9843039968040552,0.9928672612829601,0.9767727351813728,0.31510163235307187
IRF,source_topcon,0.9978111620699421,0.21733371048733202,0.23675027853383748,0.22788253462479244,0.9989370749461071
PED,source_topcon,0.9948717334520504,0.11384179459634927,0.20218471223921192,0.09260177220852718,0.9993620322884692
SRD,source_topcon,0.9981981578391143,0.14604990976105692,0.19655696498727154,0.12858918524601878,0.9997693687565764
