Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,cirrus_no_svdna,0.982133577937044,0.9906091803915045,0.9896468383989084,0.9921559243836207,0.17024681032881311
IRF,cirrus_no_svdna,0.9978769432739372,0.16187103810554024,0.21288022085019712,0.14950212765446244,0.9996836337257414
PED,cirrus_no_svdna,0.9944073683983378,0.05999349743260371,0.12284841318701983,0.04980490157535049,0.9998567701502239
SRD,cirrus_no_svdna,0.996937321812919,0.053107311076863735,0.1789942822987667,0.046012173784134906,0.999911347355289
