Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,source_spectralis_topcon,0.013833807705766843,0.007389072477516192,0.012501291345231211,0.006277148828824471,0.3544651937495908
IRF,source_spectralis_topcon,0.0036475578735542633,0.3441845655029744,0.34258588217513114,0.37993517396176546,0.0023294646427695826
PED,source_spectralis_topcon,0.01227409087595364,0.28097388340259205,0.3810340374692518,0.25687533461751455,0.0015035522348116764
SRD,source_spectralis_topcon,0.0033316786432169413,0.3417141635028789,0.38184657928176063,0.3303319065987192,0.0004745800105058718
