Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,supervised_full_dataset,0.9928210338626462,0.9962601989842532,0.9951943073156622,0.9974217935001359,0.39478171787011934
IRF,supervised_full_dataset,0.9982007277592291,0.26403494434207087,0.28141957367820514,0.2707501713898075,0.9990064771880818
PED,supervised_full_dataset,0.9964291001303812,0.16852780994749889,0.2256945663607899,0.15156478915461216,0.9994758973630626
SRD,supervised_full_dataset,0.9990743889790795,0.19112983674913198,0.22592731314093878,0.1767846343860951,0.9998531059156196
