Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,cirrus_svdna_no_Histmatching,0.02665843750058172,0.014080469416781196,0.021705054805838567,0.016360416180295292,0.24910964243039715
IRF,cirrus_svdna_no_Histmatching,0.005004967012091113,0.30039539921303243,0.3625148359806641,0.29350696712287233,0.0010826711583770076
PED,cirrus_svdna_no_Histmatching,0.017397009163003636,0.0,0.0,0.0,0.0
SRD,cirrus_svdna_no_Histmatching,0.009392431359874095,0.17603600921410587,0.3744983700900459,0.15902928903283176,0.00013093920280704343
