Task,Model,Accuracy,F1,Precision,Recall,Specificity
Background,spectralis_only_histmatching,0.9885459187325467,0.9940976098682104,0.9889211038525185,0.9995673768752523,0.10076206183984641
IRF,spectralis_only_histmatching,0.9970239030287953,0.09938610762438156,0.18568181416738347,0.09204548636957083,0.9997525820124908
PED,spectralis_only_histmatching,0.9945963308605809,0.03722074440914147,0.05004754601123181,0.034607797125110244,0.999909671058369
SRD,spectralis_only_histmatching,0.9968382700552209,0.0324966986995009,0.04205948090676065,0.03156983783496509,0.9999688550104363
